ID,Name,Category,Price
2614,Item_2614,Home & Kitchen,266.81
2615,Item_2615,Toys,95.7
2616,Item_2616,Clothing,132.18
2617,Item_2617,Electronics,277.51
2618,Item_2618,Electronics,15.37
2619,Item_2619,Clothing,84.69
2620,Item_2620,Beauty,482.06
2621,Item_2621,Home & Kitchen,265.41
2622,Item_2622,Home & Kitchen,372.19
2623,Item_2623,Electronics,469.52
2624,Item_2624,Books,353.35
2625,Item_2625,Home & Kitchen,221.56
2626,Item_2626,Books,211.12
2627,Item_2627,Sports,494.47
2628,Item_2628,Automotive,158.18
2629,Item_2629,Books,464.26
2630,Item_2630,Sports,437.65
2631,Item_2631,Automotive,63.87
2632,Item_2632,Toys,313.68
2633,Item_2633,Beauty,127.91
2634,Item_2634,Beauty,167.31
2635,Item_2635,Electronics,261.36
2636,Item_2636,Books,383.85
2637,Item_2637,Sports,64.12
2638,Item_2638,Home & Kitchen,215.9
2639,Item_2639,Automotive,437.87
2640,Item_2640,Clothing,484.0
2641,Item_2641,Automotive,235.55
2642,Item_2642,Home & Kitchen,91.5
2643,Item_2643,Beauty,20.73
2644,Item_2644,Automotive,357.99
2645,Item_2645,Books,191.04
2646,Item_2646,Sports,343.18
2647,Item_2647,Toys,87.78
2648,Item_2648,Beauty,102.29
2649,Item_2649,Electronics,470.34
2650,Item_2650,Clothing,102.41
2651,Item_2651,Home & Kitchen,77.5
2652,Item_2652,Sports,472.03
2653,Item_2653,Beauty,298.39
2654,Item_2654,Sports,350.04
2655,Item_2655,Clothing,343.86
2656,Item_2656,Electronics,305.86
2657,Item_2657,Books,479.32
2658,Item_2658,Home & Kitchen,43.54
2659,Item_2659,Automotive,144.23
2660,Item_2660,Toys,50.95
2661,Item_2661,Sports,192.67
2662,Item_2662,Clothing,426.39
2663,Item_2663,Books,465.77
2664,Item_2664,Books,329.33
2665,Item_2665,Books,101.2
2666,Item_2666,Books,116.97
2667,Item_2667,Books,258.63
2668,Item_2668,Beauty,117.66
2669,Item_2669,Sports,306.81
2670,Item_2670,Home & Kitchen,306.11
2671,Item_2671,Electronics,378.12
2672,Item_2672,Beauty,104.79
2673,Item_2673,Automotive,130.76
2674,Item_2674,Toys,92.33
2675,Item_2675,Beauty,377.95
2676,Item_2676,Sports,39.44
2677,Item_2677,Home & Kitchen,156.0
2678,Item_2678,Home & Kitchen,57.12
2679,Item_2679,Electronics,21.02
2680,Item_2680,Home & Kitchen,450.32
2681,Item_2681,Sports,260.29
2682,Item_2682,Electronics,298.23
2683,Item_2683,Home & Kitchen,334.46
2684,Item_2684,Automotive,13.0
2685,Item_2685,Toys,313.05
2686,Item_2686,Home & Kitchen,336.44
2687,Item_2687,Sports,452.65
2688,Item_2688,Home & Kitchen,124.98
2689,Item_2689,Clothing,7.21
2690,Item_2690,Clothing,177.3
2691,Item_2691,Automotive,44.64
2692,Item_2692,Clothing,120.1
2693,Item_2693,Home & Kitchen,363.81
2694,Item_2694,Toys,192.04
2695,Item_2695,Electronics,461.66
2696,Item_2696,Sports,143.91
2697,Item_2697,Clothing,384.39
2698,Item_2698,Beauty,235.07
2699,Item_2699,Home & Kitchen,18.36
2700,Item_2700,Clothing,101.3
2701,Item_2701,Automotive,29.04
2702,Item_2702,Home & Kitchen,46.46
2703,Item_2703,Clothing,80.87
2704,Item_2704,Electronics,446.53
2705,Item_2705,Home & Kitchen,154.11
2706,Item_2706,Clothing,323.03
2707,Item_2707,Automotive,183.12
2708,Item_2708,Books,274.76
2709,Item_2709,Automotive,340.17
2710,Item_2710,Beauty,62.32
2711,Item_2711,Beauty,202.17
2712,Item_2712,Toys,344.02
2713,Item_2713,Books,225.17
2714,Item_2714,Automotive,428.99
2715,Item_2715,Toys,229.96
2716,Item_2716,Home & Kitchen,493.3
2717,Item_2717,Automotive,418.69
2718,Item_2718,Sports,150.25
2719,Item_2719,Electronics,172.41
2720,Item_2720,Sports,144.26
2721,Item_2721,Home & Kitchen,262.31
2722,Item_2722,Home & Kitchen,11.4
2723,Item_2723,Beauty,164.07
2724,Item_2724,Sports,230.23
2725,Item_2725,Sports,386.99
2726,Item_2726,Sports,341.57
2727,Item_2727,Beauty,423.52
2728,Item_2728,Clothing,279.02
2729,Item_2729,Sports,432.81
2730,Item_2730,Toys,236.24
2731,Item_2731,Sports,382.1
2732,Item_2732,Sports,30.79
2733,Item_2733,Beauty,153.48
2734,Item_2734,Toys,259.33
2735,Item_2735,Clothing,73.33
2736,Item_2736,Books,191.02
2737,Item_2737,Sports,180.29
2738,Item_2738,Automotive,126.49
2739,Item_2739,Clothing,111.03
2740,Item_2740,Home & Kitchen,496.15
2741,Item_2741,Home & Kitchen,102.13
2742,Item_2742,Home & Kitchen,413.93
2743,Item_2743,Beauty,73.87
2744,Item_2744,Beauty,40.21
2745,Item_2745,Home & Kitchen,301.95
2746,Item_2746,Home & Kitchen,389.67
2747,Item_2747,Home & Kitchen,116.3
2748,Item_2748,Clothing,45.07
2749,Item_2749,Beauty,273.86
2750,Item_2750,Clothing,340.29
2751,Item_2751,Electronics,79.37
2752,Item_2752,Beauty,320.06
2753,Item_2753,Books,370.21
2754,Item_2754,Books,75.29
2755,Item_2755,Toys,344.35
2756,Item_2756,Sports,151.91
2757,Item_2757,Home & Kitchen,70.4
2758,Item_2758,Home & Kitchen,387.43
2759,Item_2759,Clothing,257.53
2760,Item_2760,Automotive,128.94
2761,Item_2761,Beauty,345.32
2762,Item_2762,Home & Kitchen,290.14
2763,Item_2763,Clothing,379.26
2764,Item_2764,Automotive,428.08
2765,Item_2765,Clothing,451.44
2766,Item_2766,Toys,21.03
2767,Item_2767,Beauty,439.08
2768,Item_2768,Clothing,384.54
2769,Item_2769,Sports,138.62
2770,Item_2770,Toys,190.64
2771,Item_2771,Automotive,81.28
2772,Item_2772,Electronics,87.2
2773,Item_2773,Electronics,160.49
2774,Item_2774,Home & Kitchen,403.02
2775,Item_2775,Books,60.27
2776,Item_2776,Books,345.58
2777,Item_2777,Sports,61.11
2778,Item_2778,Beauty,410.75
2779,Item_2779,Electronics,160.83
2780,Item_2780,Toys,119.21
2781,Item_2781,Home & Kitchen,394.94
2782,Item_2782,Electronics,340.26
2783,Item_2783,Toys,211.21
2784,Item_2784,Toys,493.66
2785,Item_2785,Books,90.04
2786,Item_2786,Automotive,282.29
2787,Item_2787,Books,160.74
2788,Item_2788,Automotive,317.52
2789,Item_2789,Sports,270.88
2790,Item_2790,Automotive,428.09
2791,Item_2791,Toys,460.78
2792,Item_2792,Clothing,73.22
2793,Item_2793,Sports,290.61
2794,Item_2794,Electronics,259.9
2795,Item_2795,Toys,202.65
2796,Item_2796,Sports,17.28
2797,Item_2797,Beauty,259.31
2798,Item_2798,Electronics,82.74
2799,Item_2799,Home & Kitchen,18.71
2800,Item_2800,Automotive,396.97
2801,Item_2801,Books,187.91
2802,Item_2802,Toys,63.51
2803,Item_2803,Electronics,39.46
2804,Item_2804,Sports,451.42
2805,Item_2805,Books,472.33
2806,Item_2806,Beauty,328.09
2807,Item_2807,Home & Kitchen,36.62
2808,Item_2808,Electronics,21.59
2809,Item_2809,Home & Kitchen,150.16
2810,Item_2810,Home & Kitchen,46.34
2811,Item_2811,Books,171.78
2812,Item_2812,Beauty,429.07
2813,Item_2813,Automotive,350.99
2814,Item_2814,Sports,474.9
2815,Item_2815,Beauty,387.62
2816,Item_2816,Books,406.97
2817,Item_2817,Toys,27.26
2818,Item_2818,Toys,491.55
2819,Item_2819,Electronics,343.97
2820,Item_2820,Beauty,185.33
2821,Item_2821,Beauty,157.32
2822,Item_2822,Beauty,199.68
2823,Item_2823,Toys,468.57
2824,Item_2824,Home & Kitchen,8.69
2825,Item_2825,Home & Kitchen,447.54
2826,Item_2826,Automotive,177.81
2827,Item_2827,Clothing,123.9
2828,Item_2828,Sports,487.09
2829,Item_2829,Beauty,443.87
2830,Item_2830,Home & Kitchen,147.61
2831,Item_2831,Home & Kitchen,327.05
2832,Item_2832,Clothing,250.45
2833,Item_2833,Toys,208.21
2834,Item_2834,Electronics,179.27
2835,Item_2835,Toys,57.87
2836,Item_2836,Toys,272.22
2837,Item_2837,Books,314.56
2838,Item_2838,Books,167.51
2839,Item_2839,Toys,314.74
2840,Item_2840,Home & Kitchen,387.51
2841,Item_2841,Automotive,129.3
2842,Item_2842,Electronics,229.6
2843,Item_2843,Beauty,213.3
2844,Item_2844,Books,490.1
2845,Item_2845,Sports,417.9
2846,Item_2846,Electronics,223.77
2847,Item_2847,Electronics,335.06
2848,Item_2848,Automotive,177.09
2849,Item_2849,Electronics,337.54
2850,Item_2850,Sports,98.77
2851,Item_2851,Automotive,452.44
2852,Item_2852,Sports,198.53
2853,Item_2853,Clothing,290.49
2854,Item_2854,Clothing,169.92
2855,Item_2855,Home & Kitchen,7.83
2856,Item_2856,Sports,141.78
2857,Item_2857,Books,435.72
2858,Item_2858,Sports,435.23
2859,Item_2859,Clothing,92.08
2860,Item_2860,Books,249.76
2861,Item_2861,Electronics,82.26
2862,Item_2862,Books,380.92
2863,Item_2863,Home & Kitchen,48.31
2864,Item_2864,Sports,33.13
2865,Item_2865,Books,398.64
2866,Item_2866,Electronics,341.19
2867,Item_2867,Automotive,19.43
2868,Item_2868,Sports,349.82
2869,Item_2869,Beauty,494.05
2870,Item_2870,Sports,159.91
2871,Item_2871,Sports,492.17
2872,Item_2872,Sports,93.66
2873,Item_2873,Beauty,57.91
2874,Item_2874,Electronics,357.43
2875,Item_2875,Beauty,303.66
2876,Item_2876,Electronics,392.89
2877,Item_2877,Toys,494.05
2878,Item_2878,Home & Kitchen,482.25
2879,Item_2879,Toys,423.18
2880,Item_2880,Automotive,255.21
2881,Item_2881,Toys,203.78
2882,Item_2882,Clothing,303.19
2883,Item_2883,Automotive,240.2
2884,Item_2884,Sports,149.99
2885,Item_2885,Sports,187.01
2886,Item_2886,Home & Kitchen,416.19
2887,Item_2887,Books,423.83
2888,Item_2888,Automotive,320.37
2889,Item_2889,Toys,262.59
2890,Item_2890,Electronics,83.97
2891,Item_2891,Books,487.9
2892,Item_2892,Home & Kitchen,368.04
2893,Item_2893,Clothing,440.57
2894,Item_2894,Clothing,269.02
2895,Item_2895,Clothing,436.42
2896,Item_2896,Electronics,46.83
2897,Item_2897,Home & Kitchen,67.5
2898,Item_2898,Automotive,174.6
2899,Item_2899,Beauty,96.29
2900,Item_2900,Sports,430.93
2901,Item_2901,Clothing,490.51
2902,Item_2902,Automotive,291.53
2903,Item_2903,Sports,332.08
2904,Item_2904,Toys,171.12
2905,Item_2905,Sports,174.99
2906,Item_2906,Books,342.67
2907,Item_2907,Beauty,258.75
2908,Item_2908,Books,262.43
2909,Item_2909,Books,238.71
2910,Item_2910,Electronics,107.33
2911,Item_2911,Home & Kitchen,83.94
2912,Item_2912,Books,289.79
2913,Item_2913,Books,496.89
2914,Item_2914,Home & Kitchen,452.28
2915,Item_2915,Automotive,365.93
2916,Item_2916,Clothing,498.47
2917,Item_2917,Books,114.64
2918,Item_2918,Electronics,347.23
2919,Item_2919,Automotive,486.94
2920,Item_2920,Books,222.78
2921,Item_2921,Sports,413.66
2922,Item_2922,Books,38.03
2923,Item_2923,Beauty,358.59
2924,Item_2924,Home & Kitchen,123.91
2925,Item_2925,Electronics,482.99
2926,Item_2926,Automotive,495.34
2927,Item_2927,Books,468.73
2928,Item_2928,Sports,5.02
2929,Item_2929,Automotive,256.72
2930,Item_2930,Beauty,489.88
2931,Item_2931,Home & Kitchen,365.66
2932,Item_2932,Toys,317.52
2933,Item_2933,Electronics,167.63
2934,Item_2934,Beauty,299.64
2935,Item_2935,Books,203.61
2936,Item_2936,Home & Kitchen,489.29
2937,Item_2937,Electronics,447.7
2938,Item_2938,Automotive,222.13
2939,Item_2939,Home & Kitchen,318.46
2940,Item_2940,Books,145.5
2941,Item_2941,Electronics,440.21
2942,Item_2942,Clothing,23.95
2943,Item_2943,Home & Kitchen,130.64
2944,Item_2944,Clothing,102.62
2945,Item_2945,Electronics,85.59
2946,Item_2946,Books,6.75
2947,Item_2947,Books,359.95
2948,Item_2948,Electronics,33.94
2949,Item_2949,Beauty,188.56
2950,Item_2950,Books,402.29
2951,Item_2951,Clothing,100.86
2952,Item_2952,Books,110.07
2953,Item_2953,Beauty,134.79
2954,Item_2954,Books,467.87
2955,Item_2955,Toys,132.09
2956,Item_2956,Beauty,342.29
2957,Item_2957,Automotive,211.97
2958,Item_2958,Beauty,459.51
2959,Item_2959,Automotive,185.44
2960,Item_2960,Clothing,297.17
2961,Item_2961,Electronics,255.53
2962,Item_2962,Books,364.7
2963,Item_2963,Sports,66.46
2964,Item_2964,Sports,353.34
2965,Item_2965,Home & Kitchen,14.15
2966,Item_2966,Beauty,408.27
2967,Item_2967,Clothing,133.59
2968,Item_2968,Beauty,456.77
2969,Item_2969,Clothing,43.67
2970,Item_2970,Home & Kitchen,127.5
2971,Item_2971,Electronics,366.8
2972,Item_2972,Automotive,57.56
2973,Item_2973,Books,463.55
2974,Item_2974,Books,155.03
2975,Item_2975,Automotive,41.7
2976,Item_2976,Automotive,63.27
2977,Item_2977,Books,438.27
2978,Item_2978,Automotive,282.89
2979,Item_2979,Automotive,333.38
2980,Item_2980,Sports,67.38
2981,Item_2981,Sports,322.95
2982,Item_2982,Sports,140.14
2983,Item_2983,Sports,496.77
2984,Item_2984,Clothing,345.37
2985,Item_2985,Beauty,214.03
2986,Item_2986,Sports,76.5
2987,Item_2987,Sports,44.82
2988,Item_2988,Books,301.58
2989,Item_2989,Sports,374.91
2990,Item_2990,Home & Kitchen,460.07
2991,Item_2991,Clothing,254.5
2992,Item_2992,Toys,74.48
2993,Item_2993,Automotive,363.44
2994,Item_2994,Books,36.03
2995,Item_2995,Home & Kitchen,71.3
2996,Item_2996,Toys,433.07
2997,Item_2997,Automotive,340.53
2998,Item_2998,Sports,157.27
2999,Item_2999,Clothing,300.09
3000,Item_3000,Books,476.75
3001,Item_3001,Books,41.94
3002,Item_3002,Clothing,352.24
3003,Item_3003,Beauty,251.51
3004,Item_3004,Books,60.81
3005,Item_3005,Sports,92.52
3006,Item_3006,Sports,260.66
3007,Item_3007,Toys,81.27
3008,Item_3008,Toys,79.72
3009,Item_3009,Clothing,432.66
3010,Item_3010,Toys,236.01
3011,Item_3011,Sports,268.37
3012,Item_3012,Books,467.45
3013,Item_3013,Sports,194.13
3014,Item_3014,Toys,53.03
3015,Item_3015,Books,453.78
3016,Item_3016,Toys,164.27
3017,Item_3017,Electronics,117.11
3018,Item_3018,Toys,117.66
3019,Item_3019,Clothing,89.78
3020,Item_3020,Home & Kitchen,404.54
3021,Item_3021,Clothing,423.39
3022,Item_3022,Electronics,71.53
3023,Item_3023,Beauty,275.61
3024,Item_3024,Home & Kitchen,481.57
3025,Item_3025,Books,234.08
3026,Item_3026,Sports,339.75
3027,Item_3027,Books,367.04
3028,Item_3028,Sports,54.44
3029,Item_3029,Sports,415.84
3030,Item_3030,Electronics,399.92
3031,Item_3031,Automotive,232.83
3032,Item_3032,Books,267.5
3033,Item_3033,Beauty,310.44
3034,Item_3034,Sports,55.47
3035,Item_3035,Books,168.8
3036,Item_3036,Clothing,10.83
3037,Item_3037,Toys,175.52
3038,Item_3038,Automotive,99.36
3039,Item_3039,Sports,382.54
3040,Item_3040,Home & Kitchen,478.34
3041,Item_3041,Automotive,202.53
3042,Item_3042,Electronics,310.76
3043,Item_3043,Home & Kitchen,211.52
3044,Item_3044,Electronics,196.46
3045,Item_3045,Books,23.44
3046,Item_3046,Automotive,475.19
3047,Item_3047,Books,176.02
3048,Item_3048,Beauty,225.04
3049,Item_3049,Home & Kitchen,6.19
3050,Item_3050,Automotive,336.76
3051,Item_3051,Electronics,412.72
3052,Item_3052,Automotive,159.89
3053,Item_3053,Home & Kitchen,221.49
3054,Item_3054,Books,394.16
3055,Item_3055,Electronics,160.81
3056,Item_3056,Automotive,289.29
3057,Item_3057,Clothing,154.53
3058,Item_3058,Toys,305.39
3059,Item_3059,Books,261.21
3060,Item_3060,Home & Kitchen,269.27
3061,Item_3061,Sports,283.97
3062,Item_3062,Home & Kitchen,283.74
3063,Item_3063,Electronics,379.02
3064,Item_3064,Electronics,221.85
3065,Item_3065,Automotive,467.46
3066,Item_3066,Books,443.7
3067,Item_3067,Home & Kitchen,471.56
3068,Item_3068,Home & Kitchen,266.37
3069,Item_3069,Beauty,413.35
3070,Item_3070,Sports,200.36
3071,Item_3071,Home & Kitchen,329.39
3072,Item_3072,Books,368.39
3073,Item_3073,Books,41.62
3074,Item_3074,Electronics,191.65
3075,Item_3075,Beauty,67.44
3076,Item_3076,Automotive,64.64
3077,Item_3077,Home & Kitchen,399.94
3078,Item_3078,Automotive,91.32
3079,Item_3079,Books,326.13
3080,Item_3080,Sports,105.72
3081,Item_3081,Automotive,83.69
3082,Item_3082,Electronics,226.38
3083,Item_3083,Sports,127.44
3084,Item_3084,Automotive,379.16
3085,Item_3085,Books,385.75
3086,Item_3086,Books,140.95
3087,Item_3087,Sports,146.34
3088,Item_3088,Electronics,227.68
3089,Item_3089,Home & Kitchen,367.09
3090,Item_3090,Books,222.31
3091,Item_3091,Toys,153.19
3092,Item_3092,Toys,234.14
3093,Item_3093,Automotive,94.1
3094,Item_3094,Sports,492.48
3095,Item_3095,Electronics,143.74
3096,Item_3096,Beauty,87.02
3097,Item_3097,Sports,394.34
3098,Item_3098,Sports,139.64
3099,Item_3099,Toys,103.91
3100,Item_3100,Automotive,131.82
3101,Item_3101,Automotive,171.5
3102,Item_3102,Sports,394.74
3103,Item_3103,Automotive,41.33
3104,Item_3104,Sports,329.65
3105,Item_3105,Automotive,297.99
3106,Item_3106,Toys,175.47
3107,Item_3107,Automotive,115.13
3108,Item_3108,Beauty,478.17
3109,Item_3109,Clothing,480.65
3110,Item_3110,Toys,65.36
3111,Item_3111,Books,69.48
3112,Item_3112,Automotive,448.16
3113,Item_3113,Toys,55.26
3114,Item_3114,Automotive,436.18
3115,Item_3115,Clothing,467.82
3116,Item_3116,Electronics,28.84
3117,Item_3117,Clothing,107.98
3118,Item_3118,Toys,363.69
3119,Item_3119,Sports,158.49
3120,Item_3120,Home & Kitchen,26.87
3121,Item_3121,Electronics,496.45
3122,Item_3122,Clothing,133.75
3123,Item_3123,Home & Kitchen,85.04
3124,Item_3124,Sports,96.69
3125,Item_3125,Sports,154.33
3126,Item_3126,Clothing,242.33
3127,Item_3127,Automotive,284.16
3128,Item_3128,Toys,150.22
3129,Item_3129,Electronics,341.88
3130,Item_3130,Beauty,47.56
3131,Item_3131,Home & Kitchen,248.74
3132,Item_3132,Books,141.91
3133,Item_3133,Electronics,281.24
3134,Item_3134,Electronics,397.21
3135,Item_3135,Sports,443.95
3136,Item_3136,Toys,103.74
3137,Item_3137,Beauty,166.18
3138,Item_3138,Home & Kitchen,199.3
3139,Item_3139,Toys,204.74
3140,Item_3140,Books,171.61
3141,Item_3141,Books,162.83
3142,Item_3142,Toys,96.09
3143,Item_3143,Clothing,152.84
3144,Item_3144,Books,251.5
3145,Item_3145,Electronics,130.05
3146,Item_3146,Sports,13.88
3147,Item_3147,Toys,206.02
3148,Item_3148,Beauty,171.88
3149,Item_3149,Automotive,400.38
3150,Item_3150,Toys,395.23
3151,Item_3151,Toys,413.07
3152,Item_3152,Books,258.21
3153,Item_3153,Electronics,495.85
3154,Item_3154,Home & Kitchen,363.94
3155,Item_3155,Toys,248.57
3156,Item_3156,Automotive,273.46
3157,Item_3157,Sports,380.97
3158,Item_3158,Electronics,490.79
3159,Item_3159,Clothing,18.19
3160,Item_3160,Electronics,237.45
3161,Item_3161,Automotive,23.02
3162,Item_3162,Home & Kitchen,75.18
3163,Item_3163,Electronics,221.41
3164,Item_3164,Home & Kitchen,171.86
3165,Item_3165,Electronics,266.21
3166,Item_3166,Electronics,147.89
3167,Item_3167,Electronics,27.31
3168,Item_3168,Home & Kitchen,236.79
3169,Item_3169,Home & Kitchen,61.43
3170,Item_3170,Books,375.37
3171,Item_3171,Toys,77.07
3172,Item_3172,Home & Kitchen,30.08
3173,Item_3173,Toys,134.85
3174,Item_3174,Beauty,386.14
3175,Item_3175,Toys,417.69
3176,Item_3176,Electronics,178.59
3177,Item_3177,Electronics,386.26
3178,Item_3178,Toys,394.59
3179,Item_3179,Sports,201.04
3180,Item_3180,Home & Kitchen,118.57
3181,Item_3181,Automotive,211.25
3182,Item_3182,Sports,381.23
3183,Item_3183,Clothing,62.7
3184,Item_3184,Sports,117.29
3185,Item_3185,Toys,73.19
3186,Item_3186,Clothing,171.35
3187,Item_3187,Beauty,153.21
3188,Item_3188,Sports,191.55
3189,Item_3189,Toys,462.21
3190,Item_3190,Electronics,325.14
3191,Item_3191,Books,486.9
3192,Item_3192,Automotive,427.2
3193,Item_3193,Beauty,265.72
3194,Item_3194,Beauty,136.37
3195,Item_3195,Electronics,289.2
3196,Item_3196,Sports,31.24
3197,Item_3197,Home & Kitchen,336.68
3198,Item_3198,Books,482.94
3199,Item_3199,Toys,329.71
3200,Item_3200,Automotive,59.16
3201,Item_3201,Home & Kitchen,455.55
3202,Item_3202,Electronics,356.42
3203,Item_3203,Books,385.42
3204,Item_3204,Clothing,280.89
3205,Item_3205,Home & Kitchen,63.19
3206,Item_3206,Beauty,69.14
3207,Item_3207,Toys,27.91
3208,Item_3208,Clothing,14.72
3209,Item_3209,Clothing,80.21
3210,Item_3210,Automotive,481.18
3211,Item_3211,Beauty,45.63
3212,Item_3212,Toys,490.82
3213,Item_3213,Clothing,322.15
3214,Item_3214,Toys,61.48
3215,Item_3215,Automotive,58.96
3216,Item_3216,Clothing,101.78
3217,Item_3217,Beauty,76.97
3218,Item_3218,Sports,285.14
3219,Item_3219,Home & Kitchen,111.59
3220,Item_3220,Books,59.01
3221,Item_3221,Sports,415.89
3222,Item_3222,Books,102.97
3223,Item_3223,Home & Kitchen,388.12
3224,Item_3224,Toys,399.08
3225,Item_3225,Electronics,268.9
3226,Item_3226,Clothing,312.57
3227,Item_3227,Home & Kitchen,207.67
3228,Item_3228,Toys,258.78
3229,Item_3229,Books,242.76
3230,Item_3230,Beauty,63.09
3231,Item_3231,Beauty,418.31
3232,Item_3232,Electronics,17.99
3233,Item_3233,Clothing,31.93
3234,Item_3234,Electronics,21.88
3235,Item_3235,Beauty,361.57
3236,Item_3236,Home & Kitchen,250.27
3237,Item_3237,Home & Kitchen,467.97
3238,Item_3238,Sports,201.87
3239,Item_3239,Electronics,408.36
3240,Item_3240,Toys,466.43
3241,Item_3241,Sports,334.41
3242,Item_3242,Automotive,308.19
3243,Item_3243,Sports,352.57
3244,Item_3244,Electronics,394.98
3245,Item_3245,Books,310.67
3246,Item_3246,Home & Kitchen,405.99
3247,Item_3247,Home & Kitchen,337.03
3248,Item_3248,Home & Kitchen,154.77
3249,Item_3249,Home & Kitchen,431.89
3250,Item_3250,Automotive,21.5
3251,Item_3251,Books,279.86
3252,Item_3252,Home & Kitchen,465.59
3253,Item_3253,Home & Kitchen,190.27
3254,Item_3254,Clothing,28.82
3255,Item_3255,Books,55.18
3256,Item_3256,Electronics,261.24
3257,Item_3257,Sports,102.48
3258,Item_3258,Home & Kitchen,264.49
3259,Item_3259,Home & Kitchen,40.16
3260,Item_3260,Beauty,137.05
3261,Item_3261,Beauty,99.24
3262,Item_3262,Books,222.77
3263,Item_3263,Electronics,115.77
3264,Item_3264,Electronics,422.83
3265,Item_3265,Toys,54.39
3266,Item_3266,Automotive,302.29
3267,Item_3267,Clothing,147.18
3268,Item_3268,Sports,121.37
3269,Item_3269,Beauty,241.78
3270,Item_3270,Toys,407.79
3271,Item_3271,Clothing,359.95
3272,Item_3272,Books,109.96
3273,Item_3273,Toys,120.78
3274,Item_3274,Sports,321.83
3275,Item_3275,Sports,379.08
3276,Item_3276,Home & Kitchen,34.1
3277,Item_3277,Home & Kitchen,40.75
3278,Item_3278,Electronics,61.99
3279,Item_3279,Toys,113.25
3280,Item_3280,Electronics,336.14
3281,Item_3281,Clothing,317.94
3282,Item_3282,Sports,41.63
3283,Item_3283,Beauty,415.02
3284,Item_3284,Electronics,124.68
3285,Item_3285,Toys,484.98
3286,Item_3286,Books,176.93
3287,Item_3287,Books,142.53
3288,Item_3288,Beauty,119.57
3289,Item_3289,Beauty,417.72
3290,Item_3290,Toys,456.9
3291,Item_3291,Toys,211.51
3292,Item_3292,Electronics,253.35
3293,Item_3293,Books,464.6
3294,Item_3294,Sports,33.42
3295,Item_3295,Electronics,443.67
3296,Item_3296,Clothing,50.77
3297,Item_3297,Sports,65.19
3298,Item_3298,Toys,274.46
3299,Item_3299,Beauty,453.71
3300,Item_3300,Clothing,441.25
3301,Item_3301,Books,291.25
3302,Item_3302,Sports,473.0
3303,Item_3303,Automotive,376.1
3304,Item_3304,Books,365.73
3305,Item_3305,Electronics,296.49
3306,Item_3306,Home & Kitchen,404.2
3307,Item_3307,Automotive,71.89
3308,Item_3308,Electronics,443.05
3309,Item_3309,Sports,124.38
3310,Item_3310,Clothing,248.98
3311,Item_3311,Clothing,355.69
3312,Item_3312,Clothing,173.29
3313,Item_3313,Home & Kitchen,360.65
3314,Item_3314,Automotive,60.5
3315,Item_3315,Home & Kitchen,396.32
3316,Item_3316,Beauty,407.07
3317,Item_3317,Toys,255.14
3318,Item_3318,Books,339.72
3319,Item_3319,Electronics,472.06
3320,Item_3320,Clothing,64.7
3321,Item_3321,Toys,253.43
3322,Item_3322,Books,478.1
3323,Item_3323,Automotive,322.7
3324,Item_3324,Toys,122.17
3325,Item_3325,Books,432.25
3326,Item_3326,Clothing,489.93
3327,Item_3327,Home & Kitchen,463.48
3328,Item_3328,Clothing,488.67
3329,Item_3329,Electronics,438.44
3330,Item_3330,Books,251.45
3331,Item_3331,Home & Kitchen,236.61
3332,Item_3332,Electronics,309.13
3333,Item_3333,Toys,466.66
3334,Item_3334,Sports,358.09
3335,Item_3335,Clothing,321.25
3336,Item_3336,Home & Kitchen,10.63
3337,Item_3337,Electronics,209.67
3338,Item_3338,Beauty,425.31
3339,Item_3339,Beauty,186.7
3340,Item_3340,Sports,71.31
3341,Item_3341,Beauty,272.2
3342,Item_3342,Clothing,276.17
3343,Item_3343,Electronics,402.27
3344,Item_3344,Electronics,69.87
3345,Item_3345,Beauty,11.18
3346,Item_3346,Clothing,252.95
3347,Item_3347,Sports,188.33
3348,Item_3348,Toys,75.33
3349,Item_3349,Automotive,316.33
3350,Item_3350,Beauty,473.61
3351,Item_3351,Automotive,170.04
3352,Item_3352,Automotive,405.93
3353,Item_3353,Toys,364.69
3354,Item_3354,Toys,401.94
3355,Item_3355,Home & Kitchen,58.64
3356,Item_3356,Books,125.82
3357,Item_3357,Beauty,109.02
3358,Item_3358,Electronics,331.26
3359,Item_3359,Clothing,333.02
3360,Item_3360,Beauty,35.15
3361,Item_3361,Clothing,130.86
3362,Item_3362,Clothing,353.47
3363,Item_3363,Clothing,447.14
3364,Item_3364,Beauty,85.21
3365,Item_3365,Sports,446.08
3366,Item_3366,Clothing,327.4
3367,Item_3367,Electronics,146.31
3368,Item_3368,Home & Kitchen,10.8
3369,Item_3369,Toys,444.48
3370,Item_3370,Clothing,359.94
3371,Item_3371,Clothing,347.25
3372,Item_3372,Home & Kitchen,421.28
3373,Item_3373,Toys,35.9
3374,Item_3374,Clothing,174.28
3375,Item_3375,Books,325.68
3376,Item_3376,Books,243.89
3377,Item_3377,Toys,363.21
3378,Item_3378,Automotive,309.65
3379,Item_3379,Clothing,287.54
3380,Item_3380,Home & Kitchen,338.1
3381,Item_3381,Automotive,80.13
3382,Item_3382,Toys,272.69
3383,Item_3383,Beauty,104.43
3384,Item_3384,Sports,396.23
3385,Item_3385,Toys,232.69
3386,Item_3386,Home & Kitchen,421.38
3387,Item_3387,Clothing,154.12
